,agency,amended_notice,amended_notice_date,comment_due_review_date,comment_letter_date,comment_letters,comment_letters_titles,contact_name,contact_phone,date_uploaded,document_type,eis_number,federal_register_date,rating,report_files,report_files_titles,report_link,state,supplemental_info,title,website
2253,USFS,"Revision of FR Notice Published on 12/10/2004:   CEQ /Comment Period Ending 
01/24/2005 has been Reestablished to 03/07/2005.  Due to Submission of 
Replacement of Copies of Appendix B and C,.",01/21/2005,03/07/2005,01/24/2005,,,Forrest  Cole,907-228-6200,12/10/2004,Draft EIS,20040557,12/10/2004,EC2,,,12/10/2004,AK, ,"Tuxekan Island Timber Sale(s) Project, Timber Harvesting, Implementation,  Coast Guard Bridge Permit, US Army COE Section 10 and 404 Permits, Tongass National Forset, Thorne Bay Ranger District, Thorne Bay, AK",
2254,USFS,Revision of FR Notice Published on 12/10/2004:  Correction to Title,12/17/2004,01/10/2005,12/16/2004,,,Michael L. Erk,605-745-4107,12/10/2004,Final EIS,20040564,12/10/2004,,,,12/10/2004,SD, ,"Southeast Geographi Area Range Land Management on National Forest System Lands of the Buffalo Gap National Grassland, To Implement Best Management Grazing Practices, Buffalo Gap National Grassland, Falls River Ranger District, Fall River County, SD",
2255,USFS,,,01/10/2005,12/15/2004,,,Bryan Donner,406-863-5408,12/10/2004,Final EIS,20040560,12/10/2004,,,,12/10/2004,MT, ,"West Side Reservoir Post-Fire Project, Proposed Implementation of Timber Salvage and Access Management Treatments, Flathead National Forest, Hungry Horse and Spotted Bear Ranger Districts, Flathead County, MT",
2256,USFS,,,01/10/2005,01/10/2004,,,Robert T. Jacobs,404-371-4177,12/10/2004,Final EIS,20040558,12/10/2004,,,,12/10/2004,KY, ,"Land Between the Lakes National Recreation Area, Proposes to Revise TVA's 1994 Natural Resources Management Plan, to Develop an  Land Management Resource Plan or Area Plan, Gold Pond, Trigg and Lyon Counties, KY and  Stewart County, IN","http://www.lbl.org
http://www.lbl.org"
2257,USACE,,,01/18/2005,02/11/2005,,,Bonnie Hulkower,212-264-5798,12/03/2004,Draft EIS,20040550,12/03/2004,EC2,,,12/03/2004,NY, ,"Hudson River at Athens, New York Navigation Project, Design and Construction of a Spur Navigation Channel, Hudson River, New York City, NY",
2258,USCG,,,01/03/2005,01/03/2005,,,Mark A. Prescott,202-267-0225,12/03/2004,Final EIS,20040552,12/03/2004,,,,12/03/2004,LA, ,"Gulf Landing Deepwater Port License Application for Construction of a Deepwater Port and Associated Anchorages in the Gulf of Mexico, South of Cameron, LA",
2259,USFS,,,01/18/2005,01/18/2005,,,Heather Luczak,814-362-4613,12/03/2004,Draft EIS,20040545,12/03/2004,LO,,,12/03/2004,PA, ,"Martin Run Project, To Implement Management Direction as Outlined in Allegheny National Forest Plan, Bradford Ranger District, Allegheny National Forest, Warren and McKean Counties, PA",
2260,USFS,"Revision of FR Notice Published FR: 11/26/2004.  Correction to Website Address: 
http://www.fs.fed.us/r6/rogue-siskiyou/projects/special-use/outfitter-rogue-illi
nois-river/rr-deis-11-04-04.pdf ",12/10/2004,01/10/2005,01/10/2005,,,Jim Heck,541-858-2303,11/26/2004,Draft EIS,20040542,11/26/2004,LO,,,11/26/2004,OR, ,"Rogue River-Siskiyou National Forest, Special Use Permits for Outfitter and Guide Operations on the Lower Rogue and Lower Illinois Rivers, Gold Ranger District, Rogue River -Siskiyou National Forest, Curry County, OR","http://www.fs.fed.us/r6/rogue-siskiyou/projects/special-use/outfitter-rogue-illinois-river/rr-deis-11-04-04.pdf
http://www.fs.fed.us/r6/rogue-siskiyou/projects/special-use/outfitter-rogue-illinois-river/rr-deis-11-04-04.pdf"
2261,USACE,,,12/20/2004,12/07/2004,,,Bradley A. Foster,904-232-2110,11/19/2004,Final EIS,20040534,11/19/2004,,,,11/19/2004,FL, ,"Picayune Strand Restoration (formerly Southern Golden Gate Estates Ecosystem Restoration), Comprehensive Everglades Resstoration Plan, Implementation, Collier County, FL",
2262,USACE,"Revision of FR Notice Published on 11/19/2004:  CEQ Commen Period Ending 
01/18/2005 has been Extended 02/24/2005",12/03/2004,02/24/2005,02/24/2005,,,Karen Adams,978-318-8338,11/19/2004,Draft EIS,20040529,11/19/2004,3,,,11/19/2004,MA, ,"Cape Wind Energy Project, Construct and Operate 130 Wind Turbine Generators on Horseshoe  Shoal in Nantucket Sound, MA",
2263,USFS,,,01/03/2005,01/03/2005,,,David Swank,435-865-3700,11/19/2004,Draft EIS,20040535,11/19/2004,EC2,,,11/19/2004,UT, ,"Duck Creek Fuels Treatment Analysis, To Reduce Fuels, Enhance Fire-Tolerant Vegetation and Provide Fuel Breaks, Dixie National  Forest, Cedar City Range District, Kane County, UT",
2264,USFS,"Review of FR Notice Published on 09/24/2004:  CEQ Wait Period Ending 
10/25/2004  has been Reestablished to 12/20/2004.   Due to Incomplete 
Distribution of the FEIS at the of Filing with USEPA under  Section 1506.9 of 
the Council on Environmental Quality Regulations.",11/19/2004,12/20/2004,12/30/2004,,,Ray Spencer,307-739-5400,11/19/2004,Final EIS,20040445,11/19/2004,,,,11/19/2004,00, ,"High Mountains Heli-Skiing (HMH) Project, Issuance of a New 5-Year Special Use Permit (SUP) to Continue Operating a Guilded Helicoper Skiing, In Portions of the Bridger-Teton National Forest and Caribou-Targhee National Forest (CTNF), Teton and Lincoln Counties, WY and Teton and Bonneville Counties, ID",
2265,USFS,,,12/20/2004,12/21/2004,,,Ronnie Raum,573-364-4621,11/19/2004,Final EIS,20040531,11/19/2004,,,,11/19/2004,MO, ,"East Fredericktown Project, To Restore Shortleaf Pine, Improve Forest Health, Treat Affected Stands and Recover Valuable Timber Products, Mark Twain National Forest, Potosi/Fredericktown Ranger District, Bollinger, Madison, St. Francois and Ste. Genevieve Counties, MO",
2266,USFS,"Revision of FR Notice Published on 11/19/2004:   CEQ Comment Period Ending 
01/03/2005 has been Reestablished to 01/09/2006.   Per Request of  the 
Preparing Agency by Letter Dated 11/10/05.",11/25/2005,01/09/2006,01/03/2005,,,Ron Ellis,812-275-5987,11/19/2004,Draft EIS,20040527,11/19/2004,LO,,,11/19/2004,IN, ,"German Ridge Restoration Project, To Restore Native Hardwood Communities, Implementation, Hoosier National Forest, Tell City Ranger District, Perry County, IN",
2267,NSF,,,01/12/2005,11/22/2004,,,Polly A. Penhale,703-292-8033,11/12/2004,Final EIS,20040519,11/12/2004,,,,11/12/2004,00, ,"Project IceCube Comprehensive Environmental Evaluation, Antarctica",
2268,USFS,,,12/13/2004,12/20/2004,,,Debora Cooper,907-224-3374,11/12/2004,Final EIS,20040514,11/12/2004,,,,11/12/2004,AK, ,"Resurrection Creek Stream and Riparian Restoration Project, Proposes to Accelerate the Recovery of Riparian Areas, Fish and Wildlife Habitat, Chugach National Forest, Seward Ranger District, Kenai Peninsula Borough, AK",
2269,USFS,,,12/13/2004,12/02/2004,,,Michele Draggoo,406-387-3827,11/12/2004,Final EIS,20040524,11/12/2004,,,,11/12/2004,MT, ,"Robert-Wedge Port-Fire Project, Salvage Trees and Rehabilitate Lands, Flathead National Forest, Glacier View Ranger District, Flathead County, MT",
2270,USFS,,,12/27/2004,12/09/2004,,,Chris Fox,406-296-7155,11/12/2004,Draft EIS,20040517,11/12/2004,EC2,,,11/12/2004,MT, ,"McSutten Decision Area, Implementation of Harvest and Associated Activities, Prescribed Burning, and Road Management, Kootenai National Forest, Redford Ranger District, Lincoln County, MT",
2271,USFS,,,12/27/2004,12/28/2004,,,Dan Anderson,208-634-0435,11/12/2004,Draft EIS,20040515,11/12/2004,EC2,,,11/12/2004,ID, ,"Paddy Flat Vegetation Project, Harvesting and Regenerate Timber Stands Precommercially Thin Plantations, Rapid, Kennally and Camp Creeks, Payette National Forest, McCall Ranger District, Valley County, ID",
2272,USACE,,,12/06/2004,11/30/2004,,,Dr. William Klein,504-862-2540,11/05/2004,Final EIS,20040509,11/05/2004,,,,11/05/2004,LA, ,"PROGRAMMATIC  - Louisiana Coastal Area (LCA) Ecosystem Restoration Study, Implementation, Tentatively Selected Plan, Mississippi River, LA",
2273,USCG,,,12/20/2004,12/21/2004,,,Ken Kusano,202-267-1184,11/05/2004,Draft EIS,20040511,11/05/2004,EC2,,,11/05/2004,CA, ,"Cabrillo Port Liquefied Natural Gas (LNG) Deepwater Port, Construction and Operation an Offshore Floating Storage and Regasification Unit (FSRU), Application for License, Ventura and Los Angeles Counties, CA",
2274,USFWS,"Revision of FR Notice Published on 11/05/2004:  CEQ Comment Period Ending 
2/3/2005 Corrected to 03/07/2005.",02/18/2005,02/03/2005,03/07/2005,,,Julie Concannon,503-231-6747,11/05/2004,Draft EIS,20040504,11/05/2004,EC2,,,11/05/2004,CA, ,"Coachella Valley Multiple Species Habitat Conservation Plan (MSHCP),  Santa Rosa and San Jacinto Mountains Trails Plan, Issuance of Incidental Take Permit, Riverside County, CA",
2275,USFWS,,,01/21/2005,12/21/2004,,,Mikel Haase,907-786-3402,11/05/2004,Draft EIS,20040510,11/05/2004,LO,,,11/05/2004,AK, ,"Kodiak  National Wildlife Refuge, Draft Revised Comprehensive Conservation Plan, Implementation, AK",
2276,USACE,,,11/29/2004,12/01/2004,,,Guy McConnell,907-753-2614,10/29/2004,Final EIS,20040499,10/29/2004,,,,10/29/2004,AK, ,"Unalaska Navigation Improvements Projects, Construction of Harbor on Amaknak Island in Aleutian Island Chain, Locally known as ""Little South America"", Integrated Feasiblity Report, Aleutian Island, AK",
2277,USACE,,,11/29/2004,11/22/2004,,,Chris Serjak,213-452-3865,10/29/2004,Final EIS,20040503,10/29/2004,,,,10/29/2004,CA, ,"Matilija Dam Ecosystem Restoration Feasibility Study, Restoring Anadromous Fish Populations, Matilija Creek, Ventura River, Ventura County Watershed Protection District, Ventura County, CA",
2278,USACE,,,11/29/2004,10/27/2004,,,Alicia Kirchner,916-557-6767,10/29/2004,Final EIS,20040501,10/29/2004,,,,10/29/2004,CA, ,"Hamilton City Flood Damage Reduction and Ecosystem Restoration, Proposal to Increase Flood Protection and Ecosystem Restoration, Sacramento River,  Glenn County, CA",
2279,USFS,,,11/29/2004,11/17/2004,,,Joleen Dunham,406-882-4451,10/29/2004,Final EIS,20040495,10/29/2004,,,,10/29/2004,MT, ,"Fortine Project, Vegetation Management, Timber Harvest, and Fuel Reduction Activities, Implementation, Kootenai National Forest, Fortine Rnager District, Lincoln County, MT",
2280,USFS,,,11/29/2004,12/09/2004,,,Steve Scheid,801-733-2689,10/29/2004,Second Final EIS (Tiering),20040498,10/29/2004,,,,10/29/2004,UT, ,"Wasatch Powderbird Guides Permit Renewal, Authorization to Continue Providing Guided Helicopter Skiing Activities on National Forest System (NFS) Land  on the Wasatch-Cache and Uinta National Forests, Special-Use Permit (SUP), Provo and Salt Lake City, UT","http:/www.fs.fed.us/r4/wcnf/projects/decisions/wpg.
http:/www.fs.fed.us/r4/wcnf/projects/decisions/wpg."
2281,USACE,,,11/22/2004,12/10/2004,,,Rebecca Weiss,904-232-1577,10/22/2004,Final EIS,20040489,10/22/2004,,,,10/22/2004,FL, ,"Central and Southern Florida Project, Comprehensive Everglades Restoration Plan, Aquifer Storage and Recovery (ASR) Pilot Operations,  Feasibility Testing  Utilizing ASR Technology for Water Storage at Seven Well Sites, Right-of-Way Permit and NPDES Permit, Several Counties, FL",
2282,USFS,,,11/22/2004,11/26/2004,,,Steve Gibson,541-416-6440,10/22/2004,Final EIS,20040487,10/22/2004,,,,10/22/2004,OR, ,"Crooked River National Grassland Vegetation Management/Grazing, Vegetation Treatments and Grazing Disposition, Ochoco National Forest, Jefferson County, OR","www.fs.fed.us/r6/centraloregon
www.fs.fed.us/r6/centraloregon"
2283,USFS,,,11/29/2004,12/20/2004,,,Peech Keller ,970-468-5400,10/15/2004,Draft EIS,20040485,10/15/2004,EC2,,,10/15/2004,CO, ,"Vail Valley Forest Health Project, Landscape-Scale Vegetation Management and Fuels Reduction, White River National Forest, Holy Cross Ranger District, Eagle County, CO",
2284,USFS,,,11/29/2004,12/01/2004,,,John Natvig,605-720-7710,10/15/2004,Draft Supplement,20040481,10/15/2004,EC2,,,10/15/2004,AK, ,"Emerald Bay Timber Sale, Implementation, Additional Information on the Potential Effects of the Project Alternatives, Ketchikan-Misty Fiords Ranger District, Tongass National Forest, AK",
2285,USFS,,,11/15/2004,11/08/2004,,,Carol Brown,208-727-5000,10/15/2004,Final EIS,20040477,10/15/2004,,,,10/15/2004,ID, ,"North Sheep Allotments - Sheep and Goat Allotment Management Plans,  Authorization of  Continued Sheep Grazing for Fisher Creek, Smiley Creek, North Fork-Boulder and Baker Creek Sheep and Goat Grazing Allotments, Sawtooth National Forest, Ketchum Ranger District, Sawtooth National Recreation Area, Blaine and Custer Counties, ID",
2286,USACE,"Revision of FR Notice Published on 10/08/2004: CEQ Comment Period Ending 
11/08/2004 Corrected to 11/12/2004",10/22/2004,11/12/2004,11/08/2004,,,Denny Lunderberg,309-794-5632,10/08/2004,Final EIS,20040463,10/08/2004,,,,10/08/2004,00, ,"PROGRAMMATIC - Upper Mississippi River and Illinois Waterway System Navigation Feasibility Study (UMR-IWW),  Addressing Navigation Improvement Planning and Ecological Restoration Needs, MS, IL, IA, MN, MO, WI",
2287,USACE,,,11/22/2004,11/19/2004,,,Randal P. Sellers,402-221-3054,10/08/2004,Draft EIS,20040467,10/08/2004,LO,,,10/08/2004,NE, ,"Cornhusker Army Ammunition Plant (CHAAP) Land Disposal Industrial Tracts, Proposed Disposal and Reuse of Tracts 32 thru 36, 47, 61, and 62, Hall County, NE",
2288,USACE,,,11/08/2004,10/21/2004,,,Barbara Benge,509-527-7153,10/08/2004,Final EIS,20040469,10/08/2004,,,,10/08/2004,ID, ,"Emerald Creek Garnet Project, Proposal to Mine Garnet Reserves within the St. Maries River Floodplain near Fernwood, Walla Walla District, Issuance of Several Permits, Benewah and Shoshone Counties, ID",
2289,USAF,,,11/22/2004,11/19/2004,,,Lt. Col. Dee Anderson,210-671-2909,10/08/2004,Draft EIS,20040473,10/08/2004,LO,,,10/08/2004,TX, ,"Relocation of the C-5 Formal Training Unit from Altus Air Force Base, Oklahoma to Lackland Air Force Base, Bexar County, TX",
2290,USFS,,,11/22/2004,11/23/2004,,,Roger Kesterson,307-782-6555,10/08/2004,Draft Supplement,20040466,10/08/2004,EC2,,,10/08/2004,UT, ,"Table Top Exploratoy Oil and Gas Well, New Information for the Approved 1994 Final EIS, Wasatch-Cache National Forest, Evanston Ranger District, Summit County, UT ",
2291,USFS,,,11/22/2004,11/22/2004,,,Greg Clark,307-276-3375,10/08/2004,Draft EIS,20040462,10/08/2004,EC2,,,10/08/2004,WY, ,"Cottonwood II Vegetation Management Project, Vegetation Management in the North and South Cottonwood Creek Drainages, Implementation, Bridger-Teton National Forest, Big Piney Ranger District, Sublette County, WY ",
2292,USFS,,,11/22/2004,11/05/2004,,,Jim Schlaich,"541-383-4725, ext. 4769",10/08/2004,Final EIS,20040474,10/08/2004,,,,10/08/2004,OR, ,"18 Fire Recovery Project, Salvaging Dead Trees, Reforesting 1,936 Acres with Ponderosa Pine Seedling and Closing/Decommissioning Roads, Deschutes National Forest, Bend Fort Rock Ranger District, Deschutes County, OR",
2293,USFS,,,11/22/2004,11/22/2004,,,Kimberly Branded,208-347-0300,10/08/2004,Draft EIS,20040468,10/08/2004,EC2,,,10/08/2004,ID, ,"Meadows Slope Wildland Fire Protection Project, Proposal to Create and Maintain a Fuelbreak of Reduced Crown Fire Hazard, Payette National Forest, New Meadows, Ranger District, Adams and Valley Counties, ID",
2294,USFS,"Revision of FR Notice Published on 10/08/04:  CEQ Comment Period Ending 
12/26/2004 has been Extended to 01/05/2005",12/17/2004,01/05/2005,12/06/2004,,,Robert Dalrymple,719-852-5941,10/08/2004,Draft EIS,20040472,10/08/2004,EC2,,,10/08/2004,CO, ,"Village at Wolf Creek Project, Application for Transportation and Utility Systems and Facilities, Proposed Development and Use of Road and Utility Corridors Crossing, National Forest System Lands to Access 287.5 Acres of Private Property Land, Mineral County, CO",
2295,USFS,,,11/15/2004,11/12/2004,,,Lou Wottering,505-842-3898,10/01/2004,Draft Supplement,20040457,10/01/2004,LO,,,10/01/2004,00, ,"Southwestern Region Amendment of Forest Plans, Implementation, Updated Information, Standards and Guidelines for Northen Goshawk and Mexican Spotted Owl, AZ and NM",
2296,USFS,,,11/15/2004,11/05/2004,,,Bengt Coffin,509-395-3425,10/01/2004,Draft EIS,20040455,10/01/2004,EC2,,,10/01/2004,WA, ,"Fish Passage and Aquatic Habitat Restoration at Hemlock Dam, Implementation, Gifford Pinchot National Forest, Mount Adams District, Skamania County, WA",
2297,USFS,,,11/08/2004,11/12/2004,,,John Healy,435-636-3585,09/24/2004,Draft EIS,20040446,09/24/2004,EC2,,,09/24/2004,UT, ,"Wasatch Plateau Grazing Project,  Sheep Grazing Continuance, Issuance of Term Grazing Permits on 31 Sheep Allotments, Manti-La Sal National Forest, Sanpete, Ferron and Price Ranger Districts, Sanpete, Carbon, Utah, and Emery Counties, UT",
2298,USFS,,,10/25/2004,10/25/2004,,,Susan Duffy,218-229-8800,09/24/2004,Final EIS,20040448,09/24/2004,,,,09/24/2004,MN, ,"Virginia Forest Management Project Area, Resource Management Activities on 101, 000 acres of Federal Land, Superior National Forest, Eastern Region, St. Louis County, MN","http://www.superiornationalforest.org
http://www.superiornationalforest.org"
2299,USFS,,,10/25/2004,10/13/2004,,,Theresa Paquet,907-783-3242,09/24/2004,Final EIS,20040453,09/24/2004,,,,09/24/2004,AK, ,"Commercially Guided Helicopter Skiing on the Kenai, Peninsula, Issuance of a Five Year Special Use Permit, Chugach National Forest, Glacier and Seward Ranger Districts,  Kenai Peninsula, AK",
2300,USFS,,,10/25/2004,10/26/2004,,,Rick Larson,541-820-3391,09/24/2004,Final EIS,20040450,09/24/2004,,,,09/24/2004,OR, ,"Easy Fire Recovery Project and Proposed Non-Significant  Forest Plan Amendments, Timber Salvage, Future Fuel Reduction, Road Reconstruction and Maintenance, Road Closure, Tree Planting and Two Non-Significant Forest Plan Amendments, Implementation, Malheur National Forest, Prairie City Ranger District, Grant County, OR",
2301,USFS,,,11/08/2004,11/19/2004,,,Alicia Glassford,541-426-5689,09/24/2004,Draft EIS,20040444,09/24/2004,EC2,,,09/24/2004,OR, ,"Joseph Creek Rangeland Analysis Project, Proposal to Allocate Forage for Commercial Livestock Grazing on Eleven Allotments, Wallowa-Whitman National Forest, Wallowa Valley Ranger District, Wallowa County, OR",
2302,USFS,,,10/25/2004,10/15/2004,,,Eldon Rash,406-791-7706,09/24/2004,Final EIS,20040449,09/24/2004,,,,09/24/2004,MT, ,"Sheep Creek Range Analysis, Grazing and Special Use Allotments, Grazing and Special Use Permits Issuance, Lewis and Clark National Forest, White Sulphur Springs Ranger District, Meagher and Cascade Counties, MT",
